Tenure,WarehouseToHome,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,CashbackAmount_log,DaySinceLastOrder_log,NumberOfDeviceRegistered_log,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single,DevicesPerAddress,CashbackPerTenure
17.0,14.0,4,5,10,0,47.0,224.85,0,5.419871062100613,3.8712010109078907,1.6094379124341003,False,False,False,False,False,False,0.36363636363636365,12.491666666666667
20.0,21.0,4,4,11,1,4.0,174.63,1,5.168379509433644,1.6094379124341003,1.6094379124341003,False,False,True,False,True,False,0.3333333333333333,8.315714285714286
9.0,30.0,3,4,8,0,8.0,156.74,0,5.060948107969845,2.1972245773362196,1.3862943611198906,False,True,False,False,True,False,0.3333333333333333,15.674000000000001
11.0,26.0,4,4,3,1,10.0,201.42,0,5.310344746760755,2.3978952727983707,1.6094379124341003,False,False,False,False,False,True,1.0,16.785
5.0,17.0,4,1,4,1,5.0,190.83,0,5.256609563148246,1.791759469228055,1.6094379124341003,False,True,False,False,True,False,0.8,31.805000000000003
8.0,14.0,3,2,2,0,2.0,125.72,0,4.841979928066116,1.0986122886681096,1.3862943611198906,False,False,True,False,False,False,1.0,13.96888888888889
0.0,8.0,4,2,2,0,0.0,111.02,1,4.718677426781686,0.0,1.6094379124341003,False,False,True,False,False,True,1.3333333333333333,111.02
8.0,6.0,3,3,2,0,3.0,148.59,0,5.007898218386369,1.3862943611198906,1.3862943611198906,False,True,False,False,False,True,1.0,16.51
15.0,9.0,4,4,3,0,5.0,285.15,0,5.656516148855111,1.791759469228055,1.6094379124341003,True,False,False,False,False,True,1.0,17.821875
0.0,12.0,5,3,5,1,7.0,161.72,1,5.09203093230025,2.0794415416798357,1.791759469228055,False,True,False,False,False,False,0.8333333333333334,161.72
1.0,29.0,4,3,3,1,8.0,186.79,1,5.235324317220115,2.1972245773362196,1.6094379124341003,False,True,False,False,True,False,1.0,93.395
3.0,20.0,5,4,6,1,4.0,165.25,0,5.113492679535963,1.6094379124341003,1.791759469228055,False,True,False,False,True,False,0.7142857142857143,41.3125
7.0,11.0,5,4,10,0,3.0,163.38,0,5.102180820720354,1.3862943611198906,1.791759469228055,False,False,True,False,False,False,0.45454545454545453,20.4225
5.0,14.0,4,4,2,1,9.0,152.28,0,5.03226631422255,2.302585092994046,1.6094379124341003,False,True,False,False,False,False,1.3333333333333333,25.38
0.0,15.0,3,1,2,0,0.0,110.81,1,4.716801002159277,0.0,1.3862943611198906,False,False,True,False,False,True,1.0,110.81
1.0,30.0,5,3,3,0,9.0,160.4,0,5.083885755835849,2.302585092994046,1.791759469228055,False,True,False,False,True,False,1.25,80.2
10.0,6.0,5,1,2,0,3.0,195.25,0,5.279389356662517,1.3862943611198906,1.791759469228055,False,True,False,False,True,False,1.6666666666666667,17.75
22.0,14.0,4,4,2,0,7.0,151.3,0,5.025852259901116,2.0794415416798357,1.6094379124341003,False,True,False,False,True,False,1.3333333333333333,6.578260869565218
7.0,10.0,3,1,3,1,0.0,197.13,0,5.2889233809061675,0.0,1.3862943611198906,False,False,False,False,True,False,0.75,24.64125
13.0,14.0,3,4,4,0,3.0,123.87,0,4.827273196127054,1.3862943611198906,1.3862943611198906,False,False,True,False,True,False,0.6,8.847857142857142
14.0,12.0,3,5,3,1,17.0,147.21,0,4.998630186968824,2.8903717578961645,1.3862943611198906,False,False,True,False,False,True,0.75,9.814
6.0,9.0,4,4,3,0,8.0,148.7,0,5.008633291425583,2.1972245773362196,1.6094379124341003,False,False,True,False,True,False,1.0,21.24285714285714
0.0,21.0,3,1,2,0,0.0,128.71,0,4.865301189352582,0.0,1.3862943611198906,False,False,True,False,False,True,1.0,128.71
27.0,14.0,4,3,5,0,8.0,311.06,0,5.743195477013036,2.1972245773362196,1.6094379124341003,False,False,False,True,True,False,0.6666666666666666,11.109285714285715
4.0,18.0,3,2,9,1,2.0,139.29,0,4.943711708730681,1.0986122886681096,1.3862943611198906,False,False,True,False,False,False,0.3,27.857999999999997
6.0,9.0,4,4,2,1,3.0,165.78,0,5.116675578658839,1.3862943611198906,1.6094379124341003,False,True,False,False,False,False,1.3333333333333333,23.68285714285714
14.0,9.0,4,4,9,0,4.0,182.15,0,5.210305489224823,1.6094379124341003,1.6094379124341003,False,True,False,False,True,False,0.4,12.143333333333334
0.0,16.0,4,1,2,1,4.0,157.69,0,5.066952613574751,1.6094379124341003,1.6094379124341003,False,True,False,False,True,False,1.3333333333333333,157.69
13.0,6.0,5,2,3,0,4.0,317.72,0,5.764312974396233,1.6094379124341003,1.791759469228055,False,False,False,True,False,False,1.25,22.694285714285716
0.0,15.0,4,5,4,0,2.0,144.0,1,4.976733742420574,1.0986122886681096,1.6094379124341003,False,False,True,False,True,False,0.8,144.0
1.0,18.0,4,5,2,0,5.0,145.99,0,4.990364557253896,1.791759469228055,1.6094379124341003,False,False,True,False,False,False,1.3333333333333333,72.995
6.0,14.0,1,5,7,0,6.0,131.43,0,4.8860542039388735,1.9459101490553132,0.6931471805599453,False,False,True,False,True,False,0.125,18.775714285714287
1.0,35.0,5,3,4,0,47.0,211.39,0,5.358424207280155,3.8712010109078907,1.791759469228055,False,True,False,False,True,False,1.0,105.695
16.0,30.0,5,3,3,0,8.0,168.32,0,5.1317904156527225,2.1972245773362196,1.791759469228055,False,True,False,False,False,True,1.25,9.901176470588235
9.0,25.0,4,1,4,0,47.0,218.62,0,5.3918987801695675,3.8712010109078907,1.6094379124341003,False,False,False,False,False,True,0.8,21.862000000000002
23.0,6.0,3,3,1,0,13.0,163.47,0,5.102728182753178,2.639057329615259,1.3862943611198906,False,True,False,False,True,False,1.5,6.81125
30.0,13.0,3,5,6,0,10.0,295.66,0,5.692586701895467,2.3978952727983707,1.3862943611198906,False,False,False,True,True,False,0.42857142857142855,9.537419354838711
24.0,16.0,4,3,6,1,1.0,318.31,0,5.766162417739561,0.6931471805599453,1.6094379124341003,False,False,False,True,True,False,0.5714285714285714,12.7324
1.0,16.0,4,4,8,0,3.0,145.24,0,4.98524910770584,1.3862943611198906,1.6094379124341003,False,False,True,False,True,False,0.4444444444444444,72.62
20.0,25.0,4,3,4,0,9.0,173.1,0,5.159629846774143,2.302585092994046,1.6094379124341003,False,True,False,False,True,False,0.8,8.242857142857142
16.0,18.0,4,4,2,0,9.0,243.36,0,5.498642547781566,2.302585092994046,1.6094379124341003,True,False,False,False,True,False,1.3333333333333333,14.31529411764706
10.0,6.0,3,1,5,0,2.0,174.91,0,5.169972500610814,1.0986122886681096,1.3862943611198906,False,False,False,False,False,True,0.5,15.90090909090909
16.0,10.0,4,1,4,0,17.0,202.31,0,5.314731907816132,2.8903717578961645,1.6094379124341003,False,False,False,False,False,True,0.8,11.900588235294117
18.0,15.0,3,5,5,1,2.0,207.61,0,5.340466480056195,1.0986122886681096,1.3862943611198906,False,False,False,False,True,False,0.5,10.926842105263159
6.0,23.0,3,3,2,0,0.0,274.44,0,5.618369819030268,0.0,1.3862943611198906,True,False,False,False,False,True,1.0,39.205714285714286
8.0,26.0,4,4,6,0,11.0,169.44,0,5.138383328631711,2.4849066497880004,1.6094379124341003,False,True,False,False,True,False,0.5714285714285714,18.826666666666668
7.0,14.0,4,3,3,0,9.0,184.68,0,5.224024761966182,2.302585092994046,1.6094379124341003,False,True,False,False,True,False,1.0,23.085
9.0,12.0,4,3,1,0,3.0,121.87,0,4.81112688587948,1.3862943611198906,1.6094379124341003,False,False,True,False,True,False,2.0,12.187000000000001
10.0,7.0,4,4,2,0,6.0,177.28,0,5.183355348078355,1.9459101490553132,1.6094379124341003,False,True,False,False,False,False,1.3333333333333333,16.116363636363637
26.0,7.0,5,3,2,0,10.0,324.99,0,5.786866706049599,2.3978952727983707,1.791759469228055,False,False,False,True,True,False,1.6666666666666667,12.036666666666667
27.0,23.0,3,3,9,0,8.0,207.39,0,5.339411324082998,2.1972245773362196,1.3862943611198906,False,False,False,False,False,False,0.3,7.406785714285713
29.0,21.0,3,4,10,0,16.0,312.22,0,5.746905819038288,2.833213344056216,1.3862943611198906,False,False,False,True,False,True,0.2727272727272727,10.407333333333334
0.0,9.0,3,5,1,0,4.0,131.02,1,4.882953426260625,1.6094379124341003,1.3862943611198906,False,False,True,False,False,True,1.5,131.02
1.0,12.0,4,3,3,1,1.0,153.51,1,5.040258819162327,0.6931471805599453,1.6094379124341003,False,False,True,False,False,True,1.0,76.755
3.0,11.0,5,5,3,0,1.0,146.09,0,4.991044644331252,0.6931471805599453,1.791759469228055,False,False,True,False,True,False,1.25,36.5225
13.0,20.0,4,3,2,0,9.0,296.26,0,5.694607176720749,2.302585092994046,1.6094379124341003,False,False,False,True,False,True,1.3333333333333333,21.16142857142857
6.0,12.0,2,1,5,0,3.0,158.12,0,5.069658634545717,1.3862943611198906,1.0986122886681096,False,False,True,False,True,False,0.3333333333333333,22.58857142857143
2.0,26.0,3,1,3,0,2.0,169.31,0,5.137620305850745,1.0986122886681096,1.3862943611198906,False,True,False,False,True,False,0.75,56.43666666666667
6.0,9.0,3,2,9,0,8.0,175.55,0,5.173604122374395,2.1972245773362196,1.3862943611198906,False,True,False,False,False,True,0.3,25.07857142857143
9.0,6.0,3,4,1,0,5.0,152.28,0,5.03226631422255,1.791759469228055,1.3862943611198906,False,True,False,False,False,False,1.5,15.228
9.0,10.0,3,4,8,0,2.0,151.31,0,5.025917917627413,1.0986122886681096,1.3862943611198906,False,True,False,False,True,False,0.3333333333333333,15.131
22.0,11.0,4,2,3,0,9.0,203.98,0,5.322912413403417,2.302585092994046,1.6094379124341003,False,False,False,False,False,True,1.0,8.868695652173912
11.0,12.0,4,3,2,0,4.0,137.02,0,4.927398602192456,1.6094379124341003,1.6094379124341003,False,False,True,False,True,False,1.3333333333333333,11.418333333333335
11.0,21.0,4,1,1,1,47.0,215.1,0,5.3757412635128405,3.8712010109078907,1.6094379124341003,False,False,False,False,True,False,2.0,17.925
10.0,10.0,3,3,8,1,3.0,129.96,0,4.874891933062879,1.3862943611198906,1.3862943611198906,False,False,True,False,True,False,0.3333333333333333,11.814545454545454
9.0,8.0,4,1,2,0,8.0,138.86,0,4.940641922275721,2.1972245773362196,1.6094379124341003,False,True,False,False,False,True,1.3333333333333333,13.886000000000001
1.0,9.0,5,2,3,0,1.0,150.64,1,5.021509290648134,0.6931471805599453,1.791759469228055,False,False,True,False,False,True,1.25,75.32
4.0,14.0,4,4,1,1,2.0,126.57,0,4.848665233550198,1.0986122886681096,1.6094379124341003,False,False,True,False,False,True,2.0,25.314
21.0,12.0,4,3,3,0,2.0,142.4,0,4.96563792816552,1.0986122886681096,1.6094379124341003,False,True,False,False,False,True,1.0,6.472727272727273
1.0,23.0,4,4,11,0,3.0,153.11,0,5.037666633147286,1.3862943611198906,1.6094379124341003,False,False,True,False,True,False,0.3333333333333333,76.555
9.0,7.0,5,3,8,0,8.0,147.58,0,5.001123533723661,2.1972245773362196,1.791759469228055,False,False,True,False,False,False,0.5555555555555556,14.758000000000001
8.0,11.0,4,3,11,0,3.0,190.38,0,5.254260980351117,1.3862943611198906,1.6094379124341003,False,True,False,False,True,False,0.3333333333333333,21.153333333333332
9.0,16.0,4,3,3,0,9.0,175.98,0,5.176036731839204,2.302585092994046,1.6094379124341003,False,True,False,False,False,True,1.0,17.598
24.0,9.0,4,3,7,0,4.0,301.39,0,5.711717574975525,1.6094379124341003,1.6094379124341003,True,False,False,False,False,False,0.5,12.0556
0.0,14.0,4,4,2,0,0.0,125.96,1,4.843872076218154,0.0,1.6094379124341003,False,False,True,False,True,False,1.3333333333333333,125.96
9.0,23.0,5,3,2,0,2.0,123.05,0,4.82068471013781,1.0986122886681096,1.791759469228055,False,False,True,False,True,False,1.6666666666666667,12.305
18.0,12.0,5,3,5,0,4.0,156.62,0,5.060187072925504,1.6094379124341003,1.791759469228055,False,False,True,False,False,True,0.8333333333333334,8.243157894736843
1.0,10.0,4,3,3,0,8.0,165.84,1,5.117035269328745,2.1972245773362196,1.6094379124341003,False,False,True,False,False,True,1.0,82.92
9.0,35.0,5,3,2,0,3.0,149.3,0,5.012633296758929,1.3862943611198906,1.791759469228055,False,False,True,False,True,False,1.6666666666666667,14.930000000000001
7.0,25.0,3,4,5,0,10.0,144.44,0,4.979763630429169,2.3978952727983707,1.3862943611198906,False,True,False,False,True,False,0.5,18.055
1.0,26.0,4,1,5,0,3.0,161.69,0,5.091846549521079,1.3862943611198906,1.6094379124341003,False,False,True,False,True,False,0.6666666666666666,80.845
11.0,15.0,4,4,4,0,8.0,165.71,0,5.11625577595994,2.1972245773362196,1.6094379124341003,False,True,False,False,True,False,0.8,13.809166666666668
7.0,15.0,4,3,2,0,3.0,196.04,0,5.283406753812282,1.3862943611198906,1.6094379124341003,False,True,False,False,True,False,1.3333333333333333,24.505
5.0,14.0,4,4,7,0,2.0,123.32,0,4.822858886619337,1.0986122886681096,1.6094379124341003,False,False,True,False,False,False,0.5,20.55333333333333
9.0,25.0,4,3,3,0,1.0,171.01,0,5.1475526146582995,0.6931471805599453,1.6094379124341003,False,True,False,False,False,False,1.0,17.101
3.0,14.0,4,5,5,0,3.0,145.62,0,4.98784420579544,1.3862943611198906,1.6094379124341003,False,False,True,False,False,True,0.6666666666666666,36.405
14.0,9.0,5,2,2,1,4.0,148.42,0,5.0067611325476555,1.6094379124341003,1.791759469228055,False,False,True,False,False,True,1.6666666666666667,9.894666666666666
1.0,12.0,4,5,3,1,3.0,148.8,0,5.009301071083119,1.3862943611198906,1.6094379124341003,False,False,True,False,False,True,1.0,74.4
0.0,29.0,3,5,10,1,2.0,199.5,1,5.300814246746624,1.0986122886681096,1.3862943611198906,False,False,False,False,True,False,0.2727272727272727,199.5
0.0,35.0,4,4,1,0,4.0,134.79,1,4.911109574710704,1.6094379124341003,1.6094379124341003,False,False,True,False,False,True,2.0,134.79
13.0,31.0,4,1,9,0,8.0,166.08,0,5.118472739628975,2.1972245773362196,1.6094379124341003,False,True,False,False,False,True,0.4,11.862857142857143
17.0,6.0,3,3,8,0,0.0,147.68,0,5.001796345429051,0.0,1.3862943611198906,False,True,False,False,False,False,0.3333333333333333,8.204444444444444
0.0,29.0,4,5,2,0,10.0,173.36,1,5.1611221273701915,2.3978952727983707,1.6094379124341003,False,False,False,False,True,False,1.3333333333333333,173.36
19.0,35.0,5,4,3,0,7.0,292.04,0,5.680309118470559,2.0794415416798357,1.791759469228055,True,False,False,False,False,True,1.25,14.602
18.0,8.0,4,1,2,0,9.0,157.7,0,5.0670156275323635,2.302585092994046,1.6094379124341003,False,True,False,False,True,False,1.3333333333333333,8.299999999999999
13.0,18.0,4,2,3,0,8.0,201.54,1,5.310937397904139,2.1972245773362196,1.6094379124341003,False,False,False,False,False,False,1.0,14.395714285714286
12.0,7.0,4,5,5,0,1.0,151.19,0,5.025129740246708,0.6931471805599453,1.6094379124341003,False,False,True,False,False,True,0.6666666666666666,11.629999999999999
0.0,11.0,3,2,2,0,0.0,110.51,0,4.7141142729772705,0.0,1.3862943611198906,False,False,True,False,False,True,1.0,110.51
13.0,18.0,4,1,3,0,8.0,201.54,1,5.310937397904139,2.1972245773362196,1.6094379124341003,False,False,False,False,True,False,1.0,14.395714285714286
14.0,10.0,5,4,7,0,2.0,164.3,0,5.107762004826979,1.0986122886681096,1.791759469228055,False,True,False,False,True,False,0.625,10.953333333333335
8.0,7.0,2,2,2,0,47.0,222.25,0,5.408292219756609,3.8712010109078907,1.0986122886681096,False,True,False,False,True,False,0.6666666666666666,24.694444444444443
16.0,7.0,4,3,3,0,7.0,174.07,0,5.165185893944841,2.0794415416798357,1.6094379124341003,False,True,False,False,True,False,1.0,10.239411764705881
7.0,8.0,4,5,7,0,9.0,159.57,0,5.078729984561593,2.302585092994046,1.6094379124341003,False,True,False,False,True,False,0.5,19.94625
0.0,29.0,4,3,4,1,1.0,159.16,1,5.07617331556691,0.6931471805599453,1.6094379124341003,False,True,False,False,False,False,0.8,159.16
8.0,8.0,4,1,3,0,47.0,223.88,0,5.415566926598276,3.8712010109078907,1.6094379124341003,False,False,False,False,False,True,1.0,24.875555555555554
2.0,8.0,3,2,2,0,9.0,145.54,0,4.987298428731818,2.302585092994046,1.3862943611198906,False,True,False,False,False,True,1.0,48.51333333333333
20.0,14.0,4,1,10,1,0.0,123.8,1,4.826712455935327,0.0,1.6094379124341003,False,False,True,False,True,False,0.36363636363636365,5.895238095238095
2.0,24.0,4,5,3,0,9.0,170.58,0,5.145049630144819,2.302585092994046,1.6094379124341003,False,True,False,False,True,False,1.0,56.86000000000001
0.0,14.0,4,3,2,1,7.0,123.66,1,4.825590031380704,2.0794415416798357,1.6094379124341003,False,False,True,False,True,False,1.3333333333333333,123.66
8.0,15.0,4,3,2,1,15.0,206.85,0,5.336816665698646,2.772588722239781,1.6094379124341003,False,False,False,False,True,False,1.3333333333333333,22.983333333333334
4.0,32.0,4,3,9,1,3.0,172.36,0,5.1553703572281036,1.3862943611198906,1.6094379124341003,False,True,False,False,False,False,0.4,34.472
21.0,23.0,2,3,3,1,8.0,175.67,0,5.174283585624589,2.1972245773362196,1.0986122886681096,False,True,False,False,True,False,0.5,7.984999999999999
15.0,8.0,4,1,5,0,1.0,152.82,0,5.035783087628908,0.6931471805599453,1.6094379124341003,False,False,True,False,True,False,0.6666666666666666,9.55125
13.0,16.0,4,4,22,0,4.0,192.82,0,5.266929893306404,1.6094379124341003,1.6094379124341003,False,True,False,False,False,True,0.17391304347826086,13.772857142857143
10.0,24.0,5,4,4,0,4.0,180.07,0,5.198883696832551,1.6094379124341003,1.791759469228055,False,True,False,False,True,False,1.0,16.37
4.0,13.0,1,1,5,0,7.0,169.29,0,5.137502866038513,2.0794415416798357,0.6931471805599453,False,True,False,False,True,False,0.16666666666666666,33.858
1.0,9.0,4,4,11,0,3.0,159.68,0,5.079414809491081,1.3862943611198906,1.6094379124341003,False,False,True,False,True,False,0.3333333333333333,79.84
0.0,17.0,2,3,9,0,2.0,147.07,1,4.997685134920627,1.0986122886681096,1.0986122886681096,False,True,False,False,False,False,0.2,147.07
3.0,30.0,3,3,2,0,0.0,126.93,0,4.851483239328943,0.0,1.3862943611198906,False,False,True,False,True,False,1.0,31.7325
10.0,9.0,4,3,6,0,10.0,150.19,0,5.01853732399211,2.3978952727983707,1.6094379124341003,False,False,True,False,False,True,0.5714285714285714,13.653636363636364
24.0,9.0,4,3,7,0,4.0,301.39,0,5.711717574975525,1.6094379124341003,1.6094379124341003,True,False,False,False,True,False,0.5,12.0556
7.0,8.0,3,2,2,0,4.0,162.74,0,5.098279803948302,1.6094379124341003,1.3862943611198906,False,True,False,False,False,True,1.0,20.3425
8.0,7.0,2,1,4,0,4.0,157.8,0,5.067645548813036,1.6094379124341003,1.0986122886681096,False,False,True,False,False,True,0.4,17.533333333333335
7.0,7.0,2,4,3,1,3.0,179.88,0,5.197833827969714,1.3862943611198906,1.0986122886681096,False,True,False,False,True,False,0.5,22.485
0.0,9.0,4,1,1,1,0.0,128.53,1,4.8639125145421644,0.0,1.6094379124341003,False,False,True,False,True,False,2.0,128.53
16.0,9.0,4,3,2,1,1.0,151.96,0,5.030176449303092,0.6931471805599453,1.6094379124341003,False,False,True,False,True,False,1.3333333333333333,8.938823529411765
9.0,9.0,3,4,5,0,7.0,144.85,0,4.98257869631373,2.0794415416798357,1.3862943611198906,False,True,False,False,False,True,0.5,14.485
28.0,18.0,4,1,5,0,13.0,285.32,0,5.65711006645777,2.639057329615259,1.6094379124341003,True,False,False,False,True,False,0.6666666666666666,9.838620689655173
0.0,6.0,4,2,7,0,2.0,147.75,0,5.002267044425739,1.0986122886681096,1.6094379124341003,False,True,False,False,False,False,0.5,147.75
1.0,22.0,4,3,9,1,8.0,261.1,1,5.568726110329361,2.1972245773362196,1.6094379124341003,False,False,False,False,True,False,0.4,130.55
9.0,9.0,3,4,2,0,7.0,136.92,0,4.926673806915383,2.0794415416798357,1.3862943611198906,False,False,True,False,True,False,1.0,13.691999999999998
29.0,27.0,4,1,5,1,9.0,179.15,0,5.193789837194102,2.302585092994046,1.6094379124341003,False,True,False,False,True,False,0.6666666666666666,5.971666666666667
0.0,13.0,5,3,2,1,6.0,160.74,1,5.085990107667676,1.9459101490553132,1.791759469228055,False,True,False,False,False,True,1.6666666666666667,160.74
9.0,17.0,4,3,5,1,5.0,186.42,0,5.233352087695677,1.791759469228055,1.6094379124341003,False,True,False,False,False,True,0.6666666666666666,18.642
8.0,17.0,4,3,3,1,8.0,165.01,0,5.112048027505985,2.1972245773362196,1.6094379124341003,False,True,False,False,True,False,1.0,18.334444444444443
2.0,13.0,3,1,2,1,0.0,166.23,0,5.119370110393032,0.0,1.3862943611198906,False,True,False,False,True,False,1.0,55.41
29.0,9.0,5,5,9,0,3.0,292.56,0,5.682082047676862,1.3862943611198906,1.791759469228055,True,False,False,False,False,True,0.5,9.752
7.0,24.0,4,3,3,0,1.0,299.44,0,5.705248066817811,0.6931471805599453,1.6094379124341003,True,False,False,False,False,True,1.0,37.43
20.0,10.0,4,3,5,0,10.0,299.65,0,5.705946797485578,2.3978952727983707,1.6094379124341003,True,False,False,False,False,False,0.6666666666666666,14.269047619047617
6.0,36.0,4,3,11,0,8.0,165.25,0,5.113492679535963,2.1972245773362196,1.6094379124341003,False,False,True,False,False,True,0.3333333333333333,23.607142857142858
27.0,8.0,4,3,7,0,0.0,206.86,0,5.336864776160276,0.0,1.6094379124341003,False,False,False,False,False,False,0.5,7.387857142857143
3.0,7.0,4,5,2,0,3.0,178.73,0,5.1914557247639435,1.3862943611198906,1.6094379124341003,False,True,False,False,True,False,1.3333333333333333,44.6825
31.0,14.0,2,2,2,1,10.0,177.2,0,5.182906515036709,2.3978952727983707,1.0986122886681096,False,True,False,False,True,False,0.6666666666666666,5.5375
9.0,12.0,1,5,2,1,0.0,116.01,1,4.7622594012308666,0.0,0.6931471805599453,False,False,True,False,True,False,0.3333333333333333,11.601
30.0,9.0,4,2,6,0,5.0,151.71,0,5.028540697965091,1.791759469228055,1.6094379124341003,False,True,False,False,False,True,0.5714285714285714,4.893870967741936
9.0,9.0,3,4,5,0,2.0,120.88,0,4.803036954117508,1.0986122886681096,1.3862943611198906,False,False,True,False,False,True,0.5,12.088
1.0,23.0,4,5,7,0,3.0,178.24,1,5.188725689917942,1.3862943611198906,1.6094379124341003,False,True,False,False,False,True,0.5,89.12
15.0,21.0,4,3,6,0,9.0,149.51,0,5.014029527164271,2.302585092994046,1.6094379124341003,False,False,True,False,True,False,0.5714285714285714,9.344375
18.0,36.0,4,1,3,0,18.0,170.41,0,5.144058347518966,2.9444389791664403,1.6094379124341003,False,True,False,False,False,True,1.0,8.968947368421052
15.0,14.0,3,1,2,0,9.0,284.3,0,5.653541258219454,2.302585092994046,1.3862943611198906,False,False,False,True,True,False,1.0,17.76875
20.0,9.0,4,1,5,0,47.0,210.78,0,5.355548000002308,3.8712010109078907,1.6094379124341003,False,False,False,False,True,False,0.6666666666666666,10.037142857142857
4.0,32.0,4,3,9,1,3.0,172.36,0,5.1553703572281036,1.3862943611198906,1.6094379124341003,False,True,False,False,True,False,0.4,34.472
9.0,9.0,4,5,4,0,1.0,175.93,0,5.175754174124911,0.6931471805599453,1.6094379124341003,False,True,False,False,True,False,0.8,17.593
2.0,12.0,4,4,2,0,0.0,128.04,0,4.8601224338169535,0.0,1.6094379124341003,False,False,True,False,True,False,1.3333333333333333,42.68
0.0,15.0,3,5,8,0,4.0,142.0,1,4.962844630259907,1.6094379124341003,1.3862943611198906,False,False,True,False,False,True,0.3333333333333333,142.0
9.0,10.0,5,3,3,0,1.0,137.81,0,4.9331060915870175,0.6931471805599453,1.791759469228055,False,False,True,False,True,False,1.25,13.781
1.0,21.0,4,5,3,1,9.0,147.35,0,4.99957434673683,2.302585092994046,1.6094379124341003,False,False,True,False,True,False,1.0,73.675
6.0,16.0,6,1,2,0,8.0,171.68,0,5.151440170687277,2.1972245773362196,1.9459101490553132,False,True,False,False,True,False,2.0,24.525714285714287
1.0,31.0,6,2,3,1,1.0,136.18,1,4.921293932071175,0.6931471805599453,1.9459101490553132,False,False,True,False,False,True,1.5,68.09
20.0,8.0,3,1,6,0,4.0,150.7,0,5.021904886354487,1.6094379124341003,1.3862943611198906,False,True,False,False,True,False,0.42857142857142855,7.176190476190476
12.0,30.0,3,1,8,0,7.0,141.08,0,4.95639027924386,2.0794415416798357,1.3862943611198906,False,True,False,False,False,True,0.3333333333333333,10.852307692307694
31.0,13.0,4,3,10,0,3.0,147.67,0,5.001729084625259,1.3862943611198906,1.6094379124341003,False,False,True,False,True,False,0.36363636363636365,4.6146875
1.0,21.0,4,1,7,1,5.0,149.36,1,5.013032418695977,1.791759469228055,1.6094379124341003,False,False,True,False,True,False,0.5,74.68
1.0,7.0,4,3,2,0,3.0,173.98,0,5.164671681678119,1.3862943611198906,1.6094379124341003,False,True,False,False,False,False,1.3333333333333333,86.99
10.0,31.0,3,3,4,1,7.0,144.49,0,4.980107355727298,2.0794415416798357,1.3862943611198906,False,True,False,False,True,False,0.6,13.135454545454547
3.0,10.0,5,3,3,0,8.0,244.35,0,5.502685762535912,2.1972245773362196,1.791759469228055,False,False,False,False,False,False,1.25,61.0875
4.0,10.0,1,3,9,0,2.0,139.78,0,4.947198388179985,1.0986122886681096,0.6931471805599453,False,False,True,False,True,False,0.1,27.956
4.0,11.0,3,4,2,0,2.0,127.89,0,4.858959327416688,1.0986122886681096,1.3862943611198906,False,False,True,False,True,False,1.0,25.578
4.0,7.0,4,4,2,1,8.0,160.79,0,5.086299198017246,2.1972245773362196,1.6094379124341003,False,False,True,False,False,False,1.3333333333333333,32.158
5.0,9.0,6,1,3,1,1.0,136.29,0,4.922095476909513,0.6931471805599453,1.9459101490553132,False,False,True,False,True,False,1.5,22.715
6.0,17.0,4,1,4,0,1.0,237.44,0,5.474117706351726,0.6931471805599453,1.6094379124341003,False,False,False,False,False,True,0.8,33.92
0.0,14.0,3,1,3,0,2.0,125.8,0,4.842611042003125,1.0986122886681096,1.3862943611198906,False,False,True,False,False,True,0.75,125.8
28.0,8.0,4,1,9,0,4.0,126.62,0,4.849057098440201,1.6094379124341003,1.6094379124341003,False,False,True,False,True,False,0.4,4.3662068965517244
22.0,8.0,3,1,4,0,3.0,291.61,0,5.678840664351991,1.3862943611198906,1.3862943611198906,False,False,False,True,True,False,0.6,12.678695652173914
5.0,16.0,5,4,2,1,3.0,151.57,0,5.027623507125111,1.3862943611198906,1.791759469228055,False,False,True,False,False,True,1.6666666666666667,25.261666666666667
19.0,6.0,1,5,2,0,12.0,275.67,0,5.622825460242726,2.5649493574615367,0.6931471805599453,True,False,False,False,False,True,0.3333333333333333,13.7835
7.0,21.0,3,5,8,0,9.0,270.07,0,5.602377090108358,2.302585092994046,1.3862943611198906,True,False,False,False,True,False,0.3333333333333333,33.75875
2.0,8.0,3,1,2,0,9.0,145.54,0,4.987298428731818,2.302585092994046,1.3862943611198906,False,True,False,False,False,True,1.0,48.51333333333333
28.0,32.0,4,1,2,0,13.0,295.86,0,5.6932606471966185,2.639057329615259,1.6094379124341003,False,False,False,True,True,False,1.3333333333333333,10.202068965517242
1.0,22.0,6,1,8,1,3.0,179.4,1,5.1951766076285235,1.3862943611198906,1.9459101490553132,False,True,False,False,True,False,0.6666666666666666,89.7
1.0,10.0,4,5,2,0,5.0,156.02,1,5.056373185770109,1.791759469228055,1.6094379124341003,False,False,True,False,False,True,1.3333333333333333,78.01
13.0,22.0,3,3,10,0,0.0,135.44,0,4.915884957550445,0.0,1.3862943611198906,False,False,True,False,True,False,0.2727272727272727,9.674285714285714
